,mae,mse,rmse,mape,mspe,batchSize,learningRate,eLayers,dLayers,seqLen
0,0.29110971093177795,0.11431549489498138,0.3381057381629944,12.177727699279785,2119.322021484375,16.0,0.1,1.0,10.0,64.0
1,0.6779307126998901,0.5258662104606628,0.7251663208007812,7.691064834594727,581.7691650390625,16.0,0.1,1.0,10.0,128.0
2,0.3584904074668884,0.17964941263198853,0.4238506853580475,14.834278106689453,3119.528076171875,16.0,0.1,1.0,10.0,512.0
3,1.454365849494934,2.1814517974853516,1.4769738912582397,39.26900100708008,20318.05859375,16.0,0.1,1.0,10.0,1024.0
4,0.31163546442985535,0.1505020409822464,0.38794592022895813,2.8917489051818848,90.64836883544922,16.0,0.1,1.0,10.0,64.0
5,0.3172307014465332,0.1390688717365265,0.37291938066482544,13.240912437438965,2497.4677734375,16.0,0.1,1.0,10.0,128.0
6,0.8211686611175537,0.7405432462692261,0.860548198223114,25.324779510498047,8660.8330078125,16.0,0.1,1.0,10.0,512.0
7,1.0159058570861816,1.0983389616012573,1.0480166673660278,29.612186431884766,11723.4697265625,16.0,0.1,1.0,10.0,1024.0
8,0.2159264087677002,0.06922738254070282,0.2631109654903412,6.45545768737793,607.9227294921875,16.0,0.1,1.0,10.0,64.0
9,0.5203894376754761,0.3370736539363861,0.580580472946167,4.218249320983887,139.6104736328125,16.0,0.1,1.0,10.0,128.0
10,0.5738478899002075,0.39553213119506836,0.6289134621620178,19.876239776611328,5436.005859375,16.0,0.1,1.0,10.0,512.0
11,0.990057647228241,1.0464895963668823,1.0229806900024414,29.04326057434082,11290.4169921875,16.0,0.1,1.0,10.0,1024.0
12,1.121614694595337,1.330538272857666,1.153489589691162,30.58344268798828,12326.8408203125,16.0,0.1,1.0,10.0,64.0
13,0.6629759669303894,0.505812406539917,0.7112048864364624,21.83991050720215,6511.98583984375,16.0,0.1,1.0,10.0,128.0
14,0.28390181064605713,0.10427455604076385,0.3229157030582428,11.791468620300293,2176.558837890625,16.0,0.1,1.0,10.0,512.0
15,1.22907555103302,1.576902151107788,1.255747675895691,34.30717468261719,15608.65234375,16.0,0.1,1.0,10.0,1024.0
16,1.3660115003585815,1.935017466545105,1.3910490274429321,37.45820999145508,18529.294921875,16.0,0.01,1.0,10.0,64.0
17,1.1710550785064697,1.4376603364944458,1.1990247964859009,32.494407653808594,13986.001953125,16.0,0.01,1.0,10.0,128.0
18,1.5748237371444702,2.5659191608428955,1.6018487215042114,43.78244400024414,25517.90234375,16.0,0.01,1.0,10.0,512.0
19,1.3526538610458374,1.930296540260315,1.3893511295318604,36.50262451171875,17489.779296875,16.0,0.01,1.0,10.0,1024.0
20,0.8700653910636902,1.0060847997665405,1.0030378103256226,29.71306610107422,12291.1826171875,16.0,0.01,1.0,10.0,64.0
