,input_chunk_length,training_length,hidden_dim,n_rnn_layers,dropout,batch_size,lr,RMSE,MAE,MAPE
0,25,61,24,1,0.2130019709730183,32,0.004300536715193133,0.1389080137014389,0.10726134,22.79241681098938
1,15,62,29,1,0.14322195575450902,64,0.003588761310607205,0.1269582360982895,0.093720004,19.917425513267517
2,23,54,9,3,0.01575456120004712,256,0.0030412349483257338,0.0481686145067215,0.032158438,7.140229642391205
3,17,56,20,3,0.0013323458968583224,256,0.0025750903746962284,0.04871213808655739,0.032879096,7.291963696479797
4,3,27,32,1,0.2502172417376024,64,0.004018956797150922,0.10566280037164688,0.07097097,14.989101886749268
5,5,40,16,3,0.1299741609050284,64,0.0023309205727461415,0.08656337112188339,0.06389036,13.944043219089508
6,23,36,23,3,0.03983638443083038,256,0.003081912475713771,0.048547398298978806,0.032586124,7.215404510498047
7,15,49,17,3,0.12592065068065716,256,0.003843920429423702,0.04825806990265846,0.032290228,7.175777107477188
8,15,16,16,1,0.18377457819479165,256,0.0026070658474176144,0.04920090362429619,0.03306957,7.233050465583801
9,13,41,23,2,0.2624785332495743,128,0.0016167040413536556,0.04909268021583557,0.033383075,7.393131405115128
10,31,53,8,2,0.058408182201997325,128,0.004825942948340763,0.048742253333330154,0.032694142,7.180725038051605
11,22,50,8,3,0.10027225943186956,256,0.003400826746074096,0.05676749721169472,0.041107778,8.903469890356064
12,10,46,13,3,0.08760483410938166,256,0.0012484400073725288,0.048337142914533615,0.03243623,7.208143919706345
13,29,48,12,3,0.0007027309393810872,32,0.003897857190603074,0.12429516762495041,0.0924907,19.75792944431305
14,19,57,13,3,0.18534049619642315,256,0.004930594487712592,0.04811391234397888,0.03190377,7.028578966856003
15,19,57,11,3,0.18961983175617092,256,0.004984878672686833,0.05088134855031967,0.03608046,7.996451109647751
16,26,56,11,2,0.23039112728900915,256,0.0018307870940482565,0.04866473376750946,0.03298977,7.3405541479587555
17,20,33,14,3,0.29821351506527105,128,0.0044917559150247505,0.048485927283763885,0.03283076,7.321889698505402
18,9,23,19,3,0.18618403760677074,32,0.0030254210461587274,0.09275925904512405,0.069796436,14.855320751667023
19,25,53,8,2,0.16564344832803354,256,0.002009235691295711,0.0488833412528038,0.032686956,7.098878920078278
20,28,60,10,3,0.06302341451461065,256,0.001176777948305365,0.048172593116760254,0.03200858,7.036426663398743
21,29,59,10,3,0.04467830843825686,256,0.0011573649967065026,0.04819739609956741,0.03204187,7.040935009717941
22,20,53,10,3,0.07456829685977683,256,0.0014888169146911297,0.04813411459326744,0.031906843,7.029213756322861
23,20,53,14,3,0.0264866262570777,256,0.002272019249530162,0.048271045088768005,0.03191115,7.039808481931686
24,18,45,14,3,0.08704073591066161,256,0.0033692536515784223,0.048333488404750824,0.03200281,6.991448998451233
25,22,52,10,3,0.1088759777127845,256,0.001622797906553395,0.04811001196503639,0.031849645,7.015178352594376
26,12,43,12,3,0.10821759306770162,128,0.0015657439923808766,0.048281777650117874,0.032196276,7.1323461830616
27,21,50,18,3,0.1641400498442002,32,0.0016135770253700237,0.06727473437786102,0.051377244,11.271218210458755
28,17,37,16,2,0.11697129048568164,64,0.002066162870307514,0.0520285926759243,0.035747513,7.785651087760925
29,24,58,20,1,0.20966404536350966,32,0.004576493480205592,0.125007763504982,0.09468107,19.800086319446564
30,26,51,25,1,0.07278184785476421,256,0.001018099144196608,0.04828433319926262,0.032184694,7.069454342126846
31,22,54,10,3,0.033340699155494466,256,0.0026315396546639255,0.048233699053525925,0.03199121,7.0546552538871765
32,24,61,9,3,0.14789216824296914,256,0.004244330142195058,0.0482877753674984,0.03234663,7.197872549295425
33,19,55,11,3,0.015772813704948974,256,0.0014713885697511205,0.04867030680179596,0.0326353,7.190900295972824
34,17,62,13,3,0.07662156874418094,64,0.0035893511300281594,0.05720551684498787,0.04279525,9.12664383649826
35,21,58,8,1,0.051418508646024236,256,0.002766836673643187,0.05753016471862793,0.043377746,9.112552553415298
36,27,47,15,3,0.1390921431475866,256,0.002304384698744587,0.04820604622364044,0.03197273,7.072315365076065
37,23,51,29,3,0.09804417064968332,64,0.0041318125334188355,0.10104627162218094,0.077870935,16.725878417491913
38,1,28,12,3,0.11914181427508125,256,0.002828130953801527,0.048143427819013596,0.031938497,7.063392549753189
39,6,28,12,3,0.16404707041469666,256,0.0019519010640397503,0.04813653975725174,0.03196207,7.0820152759552
40,4,11,10,1,0.16657659773585579,256,0.0018843317223688279,0.04899325966835022,0.033578664,7.472478598356247
41,2,26,12,3,0.1197856013598291,256,0.0013516810563297603,0.04818878695368767,0.031897277,7.066934555768967
42,6,20,15,3,0.20273817366319727,256,0.0017609439927996984,0.048159826546907425,0.031837523,6.997349113225937
43,1,30,13,3,0.1316689396505834,256,0.0028113954206067725,0.04822131618857384,0.032205705,7.137145847082138
44,6,31,9,3,0.15056921023134706,256,0.002131492369275915,0.04817018285393715,0.032135084,7.144884765148163
45,12,26,22,3,0.22047743657351346,128,0.0017232550467620583,0.05212075635790825,0.03665854,7.81375989317894
46,8,39,17,3,0.15668953308503086,256,0.0024176789849406173,0.048072949051856995,0.0317146,6.976164877414703
47,14,41,18,2,0.17827217486996677,256,0.0024592863035716793,0.04818359389901161,0.03187831,7.028646022081375
48,8,38,17,3,0.19844524519878315,64,0.0013999766049859986,0.04833591356873512,0.032462493,7.2221539914608
49,16,45,16,3,0.15196041636888302,256,0.0022125087152182724,0.04844631254673004,0.032464445,7.196280360221863
50,10,35,15,3,0.23254485624708288,32,0.001946939991815333,0.052311692386865616,0.03672859,7.946721464395523
51,4,29,12,3,0.10880106800105514,256,0.003262209076787888,0.048161450773477554,0.031950492,7.059846073389053
52,7,22,11,3,0.1711286578639841,256,0.00242344077887356,0.04830549657344818,0.032350354,7.168348133563995
53,1,34,13,3,0.1345260327112742,256,0.002936524105572371,0.04824935272336006,0.03227174,7.159411907196045
54,4,5,9,3,0.15586185480216688,256,0.0025191146806369837,0.050585247576236725,0.036089893,8.129358291625977
55,3,19,14,3,0.09190027433751805,256,0.003686665050930191,0.04825891554355621,0.032501414,7.230088859796524
56,10,39,21,2,0.12144507810662067,128,0.00268189475634204,0.05034095048904419,0.034632493,7.604846358299255
57,19,43,11,3,0.07911115856746381,256,0.0017389054327026953,0.04856160283088684,0.03285517,7.294821739196777
58,15,28,10,3,0.10434409143832345,256,0.00213308249993724,0.04815177619457245,0.031911872,7.0594944059848785
59,6,23,12,1,0.1791955895244425,256,0.002937674915588367,0.04898246377706528,0.033033103,7.218196988105774
60,12,32,13,3,0.06355208019997609,32,0.0032173349131142653,0.08667965978384018,0.06278634,13.371430337429047
61,16,28,10,3,0.11085609642304689,256,0.0021301662239949777,0.04815402626991272,0.03192033,7.0630379021167755
62,14,25,8,3,0.10247369096447005,256,0.0019495108087734343,0.055103156715631485,0.039807033,8.372700214385986
63,21,28,10,3,0.14244189533716162,256,0.001583015018857374,0.048121482133865356,0.031888656,7.052186131477356
64,21,55,11,3,0.19306894137979486,256,0.0015589500266595315,0.04839339107275009,0.03254637,7.221101224422455
65,18,49,9,3,0.1394380575865724,256,0.0010531003734502323,0.0481145977973938,0.032052893,7.120124250650406
66,18,52,9,3,0.14172097725487434,256,0.001129410402429392,0.04804854094982147,0.031896003,7.0716410875320435
67,18,52,9,2,0.14357290038681023,256,0.0010386473895502627,0.048084888607263565,0.031923,7.063588500022888
68,18,49,8,2,0.14086925514047946,128,0.0010541980507227896,0.04892919957637787,0.03270927,7.103095203638077
69,18,52,9,2,0.12861132082112256,256,0.0012506448676910574,0.04810847342014313,0.031978667,7.085701078176498
70,17,52,9,2,0.12554670536672236,64,0.001232551312056002,0.04844319820404053,0.032168496,7.021252065896988
71,18,56,9,2,0.1551457306917655,256,0.001341694159374096,0.0481235608458519,0.031974368,7.082059234380722
72,22,48,8,2,0.14341650145924734,256,0.0011503035156287574,0.04936579614877701,0.033182357,7.179652899503708
73,20,51,9,2,0.13232633665336738,256,0.001003738090805302,0.04810963198542595,0.032005105,7.093051075935364
74,20,51,9,2,0.1292050585995239,256,0.0010013141686139688,0.04811563342809677,0.032019313,7.098095118999481
75,19,49,8,2,0.16054874969856997,256,0.0011153622057486572,0.04964790120720863,0.033511356,7.226759195327759
76,16,54,9,2,0.17053319043436416,256,0.001275246913763634,0.048102203756570816,0.03195328,7.074441760778427
77,23,54,26,2,0.17227546326129076,256,0.0012789954458255488,0.048268549144268036,0.032037262,7.0631541311740875
78,20,55,11,2,0.18584986295111489,32,0.001248165250838562,0.09763116389513016,0.07268389,15.73486328125
79,17,58,10,2,0.11536443995715347,256,0.0014401253922891183,0.0481431819498539,0.03191039,6.987553089857101
80,24,57,19,2,0.1746631340480256,256,0.001333471177532544,0.048525918275117874,0.032607835,7.223176211118698
81,18,52,9,2,0.13931048828181095,256,0.0011093274204278807,0.04812029004096985,0.031954408,7.072271406650543
82,16,60,9,2,0.13350456686875103,256,0.0010019704578978841,0.0481223464012146,0.032014836,7.093501836061478
83,15,47,32,2,0.1484207173396712,256,0.0012090295610489704,0.04849879816174507,0.03248035,7.1859486401081085
84,18,52,8,2,0.1610550112606016,256,0.001442343349221975,0.049281392246484756,0.033103757,7.163415849208832
85,19,50,10,2,0.1271925868202738,256,0.0011251975973628743,0.04801610857248306,0.031866316,6.987980753183365
86,22,54,10,2,0.12878712857232272,256,0.004685562836680667,0.04830088093876839,0.032907333,7.297561317682266
87,20,50,11,2,0.11459577340908525,64,0.001163846488178423,0.05074165761470795,0.035830982,7.917676866054535
88,19,56,8,2,0.12427202863874667,256,0.001496294966028254,0.04906837269663811,0.03284492,7.132405787706375
89,14,45,10,2,0.0959682450506176,128,0.001296773893756323,0.04809771105647087,0.03216745,7.1039170026779175
90,13,44,9,2,0.09630377637730478,128,0.0013048716109293076,0.04820355027914047,0.031907562,7.030490040779114
91,19,51,11,2,0.09033190125416567,128,0.0011041068275111565,0.04862859472632408,0.03285879,7.275637984275818
92,17,53,10,2,0.1487763136256827,128,0.0013695141363323528,0.04810943081974983,0.032499116,7.1966588497161865
93,14,47,10,2,0.15547982333156957,128,0.0013679524405239222,0.04819123446941376,0.032703318,7.249336689710617
94,17,53,11,2,0.1471993263014153,128,0.0016233079001717866,0.04887700080871582,0.033367705,7.405482977628708
95,21,50,10,2,0.08097318338849055,128,0.0016873096431906003,0.0481165386736393,0.031931356,7.021639496088028
96,16,41,12,2,0.13522445772314745,128,0.0018331546602229898,0.047862473875284195,0.031802732,7.024982571601868
97,15,41,9,2,0.13347780111186888,128,0.0012222849863158152,0.04819689318537712,0.03186048,6.991178542375565
98,16,42,8,2,0.16032334027439277,128,0.0015169083842629081,0.04860467463731766,0.032361798,7.051155716180801
99,16,40,12,2,0.292127870494824,128,0.0018032623811561383,0.04804372787475586,0.032294534,7.164491713047028
