,in_len,out_len,kernel_size,num_filters,weight_norm,dilation_base,num_layers,dropout,lr,batch_size,RMSE,MAE,MAPE
84,15,11,2,2,False,4,3,0.24775408545878663,0.0012192538124375597,32,0.026510631665587425,0.017943773,3.145517408847809
85,17,13,1,3,False,4,3,0.006739220083744973,0.0010142896322278402,32,0.026944739744067192,0.017876161,3.1052056699991226
86,13,11,2,2,False,4,2,0.272154591152754,0.0014794610196430225,32,0.02611357346177101,0.01732142,3.033725917339325
87,13,11,2,2,False,4,2,0.26505730104070907,0.001110669932724219,32,0.02659337781369686,0.01792941,3.1588491052389145
88,11,9,2,3,False,4,2,0.28432023792064837,0.001455579466800537,32,0.02788369730114937,0.019123204,3.330085054039955
89,14,12,1,2,False,4,2,0.26997889999768215,0.0011998852479690445,32,0.02638077363371849,0.01725882,3.014736995100975
90,16,13,2,2,False,4,2,0.26218670173190356,0.0013210714915965923,256,0.047021202743053436,0.038327277,6.765241920948029
91,13,10,1,2,False,4,2,0.2719847627676146,0.0012344758234513855,32,0.026434894651174545,0.017691948,3.102089837193489
92,14,12,1,2,False,4,2,0.2860906096641567,0.0011582211122734452,32,0.02635200135409832,0.017260948,3.015882521867752
93,12,10,1,2,False,4,2,0.28550432115363883,0.0014093226588654019,32,0.02653162181377411,0.017692437,3.084859997034073
94,14,11,2,6,False,4,2,0.299976040705293,0.0011052494521511485,32,0.026903128251433372,0.017840536,3.130924701690674
95,11,9,2,2,False,4,3,0.29203248218547084,0.0012834390025815512,32,0.027079874649643898,0.01814356,3.179584816098213
96,16,12,3,2,False,4,2,0.25153441112794855,0.0014983486748921795,64,0.026491500437259674,0.017545426,3.073442354798317
97,13,11,2,3,False,4,3,0.2828128708832767,0.0010047250611588418,32,0.02652035839855671,0.018057585,3.171641379594803
98,17,12,9,2,False,3,2,0.2745758629548266,0.001164324180189407,32,0.02765853889286518,0.018631991,3.267839550971985
99,15,11,1,2,False,4,2,0.2912432740198076,0.0016789321043517175,32,0.026233594864606857,0.017442217,3.044458292424679
