,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,full_attention,lr,RMSE,MAE,MAPE
0,26,8,11,1,3,0.23019887475615763,10,32,True,0.0032326443696917575,0.04843991622328758,0.033367198,7.416623830795288
1,28,1,15,3,6,0.03898187479188903,10,256,True,0.002105132298427432,0.049134768545627594,0.03384802,7.537143677473068
2,9,17,16,1,7,0.2361290905807585,7,64,False,0.004843182791146576,0.04836518317461014,0.032657236,7.214467227458954
3,12,16,21,2,6,0.24047497062340759,9,256,False,0.003723765080060442,0.04809397831559181,0.031909373,7.026691734790802
4,19,18,24,2,7,0.010117740159548015,9,64,True,0.004104593649181965,0.0865824967622757,0.058649443,12.3484306037426
5,30,21,20,3,2,0.13193946572125387,7,64,False,0.0017887613884165216,0.05063223838806152,0.034930784,7.606040686368942
6,13,30,8,3,4,0.15496255682060148,8,32,True,0.0021736461181221774,0.05933140590786934,0.045149755,9.670598804950714
7,9,7,11,1,2,0.16691035227654547,7,256,False,0.004198295476656315,0.05001579597592354,0.033748336,7.262736558914185
8,9,14,20,1,6,0.23348266394269,8,64,True,0.0014300231358422568,0.04833953082561493,0.032090787,7.017618417739868
9,24,10,21,3,7,0.24259052916451818,6,128,True,0.004046732651889255,0.04812565818428993,0.03234599,7.195856422185898
10,1,25,31,2,5,0.29846841705342153,9,256,False,0.0031009176531241103,0.047983232885599136,0.03199544,7.086608558893204
11,2,26,32,2,5,0.2983220908886958,9,256,False,0.0030588789821968504,0.0486183762550354,0.032071356,6.998608261346817
12,1,24,32,2,5,0.29751972087415524,9,256,False,0.0027348397633676974,0.048624202609062195,0.03238118,7.189729809761047
13,18,29,27,2,8,0.2745728051806732,9,256,False,0.0035906378444684572,0.048016469925642014,0.03199381,7.065845280885696
14,19,31,28,2,8,0.10158697637993913,10,128,False,0.002611894448315322,0.04834961146116257,0.03214942,7.062739878892899
15,22,26,27,2,4,0.2771168531662979,8,256,False,0.0033676019898234307,0.04866086691617966,0.033427507,7.4659377336502075
16,17,23,27,2,8,0.19408303957264475,9,256,False,0.0048928299907689985,0.04803933948278427,0.03194079,7.037895917892456
17,4,28,29,2,4,0.26793984299946244,10,256,False,0.003737920813293899,0.04912089928984642,0.03298504,7.134398818016052
18,13,21,24,2,3,0.18771538405058405,8,32,False,0.002595135445468129,0.1026054322719574,0.07892569,16.808488965034485
