,input_chunk_length,training_length,hidden_dim,n_rnn_layers,dropout,batch_size,lr,RMSE,MAE,MAPE
40,21,53,31,3,0.14056988816469093,256,0.0040860631850034995,0.026527227833867073,0.017708912,3.1127505004405975
41,20,43,8,3,0.16797067002429117,256,0.003682974920706086,0.026373829692602158,0.017463632,3.0605724081397057
42,20,43,8,3,0.16505306795593294,256,0.004424770933837164,0.02637610398232937,0.017462963,3.060370683670044
43,26,52,10,3,0.15670651777805358,256,0.0037204747251503474,0.02659047208726406,0.017909585,3.1513188034296036
44,18,61,27,3,0.1757090439702826,32,0.004015851970098896,0.05798244848847389,0.046449237,8.020051568746567
45,22,49,32,3,0.133021290686096,256,0.0036532532776775975,0.026354188099503517,0.01745998,3.059099055826664
46,23,50,31,1,0.12403241959830673,256,0.004654371393136201,0.027051927521824837,0.018322557,3.2077480107545853
47,26,56,32,3,0.10201867495553035,256,0.004232490887873756,0.02673245780169964,0.018215787,3.210178017616272
48,22,48,28,3,0.14057252684243587,256,0.004959809342762319,0.02660931646823883,0.017966298,3.1622253358364105
49,16,57,25,3,0.12710528842817878,32,0.004506147207872589,0.047291744500398636,0.036058504,6.268060207366943
50,30,58,32,1,0.1493620604981537,256,0.004000987344838182,0.027416378259658813,0.018651335,3.2880350947380066
51,20,44,9,3,0.20761609587408955,256,0.0035710758554189496,0.02638847380876541,0.017473638,3.062986768782139
52,23,51,10,3,0.17761203201898054,256,0.003741502255183259,0.02648690715432167,0.017698182,3.109843283891678
53,18,41,8,3,0.16675430231357405,256,0.00416820996886776,0.026368489488959312,0.017440261,3.055073879659176
54,26,41,11,3,0.11251426366626308,64,0.004813872742527254,0.02636674977838993,0.017403472,3.0458757653832436
55,17,41,11,3,0.1138141523307083,64,0.004711202356142783,0.026368295773863792,0.017392201,3.0423911288380623
56,26,38,30,3,0.11279558009448534,64,0.004869139730990132,0.0540742501616478,0.039249927,6.8119049072265625
57,17,46,11,3,0.09412302055086111,64,0.0045848668901777015,0.026615673676133156,0.017972386,3.163343667984009
58,15,39,22,3,0.04295579374725046,64,0.004814505713825011,0.05721017345786095,0.04394284,7.608696073293686
59,22,41,15,2,0.08813486272932038,32,0.004754473365051118,0.039934828877449036,0.028524404,5.009664595127106
60,24,48,27,3,0.059680292990826875,64,0.004393441952097642,0.04644802585244179,0.026868109,4.743029549717903
61,18,42,11,3,0.13185287979894975,64,0.004218595274038457,0.026484722271561623,0.017494503,3.0484359711408615
62,19,40,10,3,0.11854238813191383,64,0.004992862827272776,0.03178762272000313,0.022069694,3.839728981256485
63,21,45,8,3,0.13807622254345067,64,0.004565606800362458,0.02640056423842907,0.017409543,3.041292168200016
64,12,41,13,3,0.10243283745744922,64,0.003967236765551712,0.026392724364995956,0.01760126,3.088873066008091
65,17,38,9,3,0.15967359790244848,256,0.004138781930877412,0.026374243199825287,0.017422564,3.0509276315569878
66,15,54,13,3,0.23327610263371346,64,0.004443944106700968,0.02654203027486801,0.017816808,3.133000433444977
67,31,50,11,2,0.10908493491931126,256,0.0047541195248123475,0.026511430740356445,0.017766947,3.123266063630581
68,18,46,21,3,0.1293934805537021,256,0.003290627719917738,0.02653876133263111,0.01776642,3.120490536093712
69,21,32,10,1,0.17934346183168398,64,0.003001436505550451,0.027823975309729576,0.019224,3.359941393136978
70,27,44,30,3,0.2597959444201717,256,0.004275252504071849,0.02643125131726265,0.017549437,3.078809194266796
71,25,40,9,3,0.15105200004661942,256,0.0038523848084162453,0.026372641324996948,0.017403774,3.0459733679890633
72,24,32,8,3,0.20469155933924893,256,0.004345848063131877,0.026376523077487946,0.01745805,3.0592085793614388
73,29,48,9,3,0.14353057954823614,256,0.0036240307176364944,0.026372898370027542,0.017403837,3.045973926782608
74,23,34,8,3,0.12313870647951912,256,0.004132572104296673,0.026364337652921677,0.017406369,3.0467234551906586
75,22,28,8,3,0.09403280002679666,256,0.00413860756210742,0.026369933038949966,0.017426834,3.051724284887314
76,23,37,11,3,0.1180693711706502,32,0.0028533878155262656,0.043009817600250244,0.022240648,3.862139955163002
77,27,33,10,3,0.12336871117118486,256,0.004678905312194459,0.02653602510690689,0.017803699,3.1306952238082886
78,19,42,24,3,0.06975902365246496,256,0.004508068411641983,0.026634158566594124,0.018016592,3.1639669090509415
79,15,37,12,2,0.1678749478283265,64,0.004860313923798943,0.026516463607549667,0.018006679,3.1551264226436615
80,17,39,17,3,0.18254511355630976,256,0.004115887288266213,0.026438485831022263,0.017604394,3.090839274227619
81,22,28,8,3,0.09428066554537126,256,0.003927129450648654,0.026368888095021248,0.017425662,3.051501326262951
82,21,29,8,3,0.10968856574800848,256,0.0039116488083629055,0.026365019381046295,0.017411197,3.048050217330456
83,20,28,9,3,0.10780917814731861,256,0.0034002436513688276,0.02637823298573494,0.01744193,3.0555739998817444
84,21,47,8,3,0.11695936613374475,256,0.004317196167285158,0.02636408433318138,0.017421257,3.0505914241075516
85,21,52,10,3,0.08362104944118137,256,0.0040262422423175135,0.02647380158305168,0.017670633,3.1042877584695816
86,24,47,32,1,0.1342295775200921,256,0.004497081001513946,0.026833539828658104,0.017999105,3.155292570590973
87,27,47,9,3,0.11636631876133464,256,0.0014670438980454318,0.026377080008387566,0.01739907,3.0443809926509857
88,23,49,14,3,0.10026690385803118,256,0.004328158536806755,0.026413461193442345,0.017538903,3.0769063159823418
89,25,34,9,3,0.12697281740877794,64,0.0024902265510456786,0.0266792643815279,0.018069968,3.182363882660866
90,19,45,8,3,0.10959101223397089,32,0.004637282258502523,0.03136766329407692,0.02046936,3.59700545668602
91,16,54,8,3,0.142452358893665,256,0.004175182723959323,0.02636115252971649,0.017410152,3.0476944521069527
92,21,30,8,3,0.14395562310750995,256,0.004440675725901212,0.026377806439995766,0.017463218,3.0605051666498184
93,16,54,10,3,0.12226889558465674,256,0.0038961535407856843,0.026542164385318756,0.01781303,3.1324926763772964
94,20,51,9,3,0.13596143742450734,256,0.004053654094781618,0.02638700045645237,0.017468994,3.061920590698719
95,30,36,31,3,0.11293091465002345,256,0.004290918172234006,0.026520641520619392,0.017635193,3.1008848920464516
96,23,55,11,3,0.15672147349831803,256,0.003755190575975767,0.02640407159924507,0.017493263,3.0671322718262672
97,13,58,15,3,0.09906158172500201,256,0.00479118687228606,0.026399945840239525,0.017499115,3.0686939135193825
98,22,49,8,3,0.14615133435744745,64,0.0030951240897677604,0.026383891701698303,0.017457781,3.0589215457439423
99,25,44,30,2,0.12943040704807793,256,0.004543380127337531,0.02665404975414276,0.017793486,3.1293626874685287
