,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,full_attention,lr,RMSE,MAE,MAPE
51,21,16,12,1,3,0.09766158056507526,9,128,True,0.004758983833869714,0.04842999204993248,0.032053817,7.0083945989608765
52,20,14,12,1,3,0.1138589976565812,9,128,True,0.0022712484014151308,0.04846822842955589,0.03212525,7.025434821844101
53,23,8,11,1,3,0.058099972160467965,8,128,True,0.0019887911783675258,0.0489874966442585,0.032876313,7.131995260715485
54,17,12,13,1,4,0.08051052894313143,10,128,True,0.0019077899411970765,0.052249811589717865,0.038312737,8.18372517824173
55,22,17,9,1,5,0.0941530783111998,8,128,True,0.001696020358803489,0.048265840858221054,0.0321673,7.137387245893478
56,4,14,15,1,3,0.1365534493747649,9,128,False,0.0026574807573296294,0.048191048204898834,0.032150514,7.108831405639648
57,20,12,9,1,4,0.11630883430412443,8,256,True,0.0023828737735636547,0.04847213998436928,0.03255356,7.200378924608231
58,23,22,11,1,3,0.18663407436187146,9,128,True,0.0012249567089086893,0.050592243671417236,0.03434316,7.356139272451401
59,15,15,12,1,2,0.04485726103856118,10,128,True,0.002135579304918613,0.048637714236974716,0.032457497,7.098540663719177
60,18,20,8,1,3,0.004455541341334468,8,32,True,0.0014367259547011897,0.06144406273961067,0.047298197,9.85090285539627
61,30,30,10,1,3,0.1654652681860036,7,128,True,0.0024514352606978033,0.04802064970135689,0.031684387,6.945493817329407
62,30,30,10,1,3,0.16874193853906647,7,128,True,0.002342988157547471,0.048006441444158554,0.03168111,6.94703608751297
63,30,30,10,1,2,0.16980411317724697,7,128,True,0.002348073406713634,0.04803071916103363,0.03201812,7.092606276273727
64,31,30,9,1,2,0.1700801837367107,7,128,True,0.00231818123018674,0.048094235360622406,0.031821147,7.017231732606888
65,30,29,9,1,2,0.17316421776265145,7,128,True,0.00279288968669605,0.048228517174720764,0.0320347,7.086218893527985
66,30,30,10,1,2,0.1663695353816122,7,256,True,0.0023170713927390704,0.04814046248793602,0.032165773,7.137519121170044
67,30,30,8,2,8,0.15788829172790916,7,128,True,0.002428108073647964,0.04932290315628052,0.034142807,7.436831295490265
68,27,27,10,1,2,0.20590600486650976,6,64,True,0.0029931752671886786,0.05807701125741005,0.04304758,9.087539464235306
69,31,28,11,3,5,0.22549181726268788,7,128,True,0.0020899759587455695,0.04795033112168312,0.031622484,6.971598416566849
70,31,28,13,3,5,0.22256802328992292,7,128,True,0.002182584004173245,0.04830734059214592,0.032021675,7.00669139623642
71,29,31,11,3,6,0.1832073231966421,7,128,True,0.002492282316855533,0.048978209495544434,0.033785462,7.503996044397354
72,31,29,10,3,7,0.23901501791057264,7,128,True,0.0020991868302175257,0.04806648567318916,0.031755187,6.9609202444553375
73,31,28,9,3,6,0.24086619101899118,7,128,True,0.0021010886851617542,0.04855393245816231,0.03267899,7.281123101711273
74,29,30,11,3,7,0.24352672479419335,7,128,True,0.0023684517189640807,0.04879910871386528,0.03336834,7.341160625219345
75,30,26,9,3,6,0.28424486828897155,7,256,True,0.0027201488138040722,0.04846109822392464,0.03242068,7.210645079612732
76,28,29,14,3,7,0.21794376272633217,6,128,False,0.0025664791729572978,0.0481426976621151,0.031798966,7.030674070119858
77,31,31,12,3,8,0.18879413768946132,7,128,True,0.002292627409211097,0.04859007149934769,0.032166842,7.029859721660614
78,26,26,8,3,5,0.25102681719678177,7,128,True,0.0028510967597494725,0.048014961183071136,0.031834744,7.050080597400665
79,26,26,8,3,5,0.2700693338329351,7,128,True,0.0029910408303576957,0.04800460487604141,0.031817157,7.044526189565659
80,26,26,8,3,5,0.27421935123166447,7,32,True,0.0028612267624854443,0.048178780823946,0.031796865,6.972140818834305
81,28,28,10,3,5,0.24494712977492786,7,128,True,0.003270702981598085,0.04981549456715584,0.035252687,7.807990163564682
82,27,25,8,3,5,0.25387414220484356,7,128,True,0.0026611789405686353,0.048020828515291214,0.031840295,7.052531838417053
83,27,27,8,3,5,0.25466942574090146,7,128,True,0.0029494532490064096,0.048076387494802475,0.031948198,7.0863425731658936
84,25,25,8,3,5,0.23361950380261987,7,128,True,0.0030776882587655032,0.04818045347929001,0.032188397,7.155018299818039
85,29,27,9,3,6,0.2535086983776711,7,128,True,0.0027034800877683875,0.048683468252420425,0.032961994,7.3545582592487335
86,26,29,11,3,5,0.2915738202175833,6,256,True,0.002642252101495231,0.04944805055856705,0.03438942,7.7292799949646
87,30,23,8,3,5,0.27480050304097275,7,64,True,0.0033118105183760614,0.04834318161010742,0.032439664,7.223335653543472
88,28,31,9,3,5,0.2210325527654781,7,128,False,0.0036998062810054575,0.04807852953672409,0.03203068,7.061999291181564
89,24,28,13,3,6,0.22756608843595683,7,128,True,0.0030552675617378207,0.049192871898412704,0.03394735,7.508454471826553
90,27,24,10,3,5,0.2632559233152845,7,128,True,0.0024862930932252423,0.05128275230526924,0.03619023,7.978922128677368
91,27,26,8,3,5,0.25592016464639794,7,128,True,0.0028804933434932707,0.04800916463136673,0.031875968,7.0674605667591095
92,29,26,8,3,5,0.27363299926222884,7,128,True,0.0026052149436467777,0.04804955795407295,0.031959437,7.092615962028503
93,29,26,8,3,5,0.2747838063422653,7,128,True,0.0028606452195929833,0.04804852604866028,0.031935725,7.085353881120682
94,26,25,8,3,5,0.2817068256563931,7,128,True,0.0028274746985453374,0.04799007624387741,0.031744953,7.018920034170151
95,26,25,9,3,5,0.2518010268623081,7,128,True,0.002796587802545297,0.04807471111416817,0.031871337,7.0214636623859406
96,25,23,11,3,4,0.2839141743666926,6,128,True,0.0029352660055978726,0.04832598567008972,0.032481898,7.2120316326618195
97,27,27,9,2,4,0.26888389448277045,7,256,True,0.003137825518354408,0.04836193844676018,0.03236049,7.173791527748108
98,24,24,19,3,5,0.29604262330071623,7,128,True,0.0028000811552215885,0.05282337963581085,0.036799036,7.947557419538498
99,28,25,8,3,6,0.14215572440706709,7,128,True,0.0032168882820918596,0.050918057560920715,0.03530214,7.619837671518326
