,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,full_attention,lr,RMSE,MAE,MAPE
0,24,14,16,1,7,0.0591284487662816,7,128,False,0.002294427270254423,0.02657826989889145,0.017696753,3.098168224096298
1,2,9,31,1,6,0.036146104045562885,10,64,False,0.004534321736651619,0.029842033982276917,0.021627262,3.712179884314537
2,5,27,17,3,4,0.0559821552436228,9,32,False,0.00246393991816211,0.028486579656600952,0.019915516,3.471256047487259
3,28,16,23,3,2,0.2021135914573011,10,256,False,0.004915579159350794,0.026765383780002594,0.01770976,3.0929163098335266
4,26,9,24,1,4,0.14447262262805602,6,128,True,0.002201557679880471,0.02768421545624733,0.019248057,3.396947681903839
5,28,14,12,3,5,0.10938272431654662,6,64,False,0.0031806939938287646,0.026990169659256935,0.017986221,3.1314853578805923
6,3,3,17,2,8,0.10097523601738413,6,64,False,0.0016513617662431868,0.02695012465119362,0.017971346,3.1185725703835487
7,21,7,22,2,6,0.020140666175675368,8,64,True,0.004780174112798307,0.02747342921793461,0.018968012,3.3181950449943542
8,31,25,13,3,8,0.022849701558067512,7,128,False,0.002838668356125963,0.027654148638248444,0.01895909,3.2854408025741577
9,6,20,11,3,3,0.2024086681862933,10,32,True,0.0014390248620787323,0.02728687785565853,0.018341506,3.182516247034073
10,13,21,8,1,7,0.2559079273419795,8,128,True,0.0037661783558643183,0.026556428521871567,0.017717233,3.1048977747559547
11,13,21,8,1,7,0.28768853076167983,8,128,True,0.0037341264969504846,0.026524340733885765,0.01769246,3.0997782945632935
12,13,31,8,1,7,0.29928952210697535,8,128,True,0.003799994052404817,0.02692948281764984,0.018496916,3.258368745446205
13,14,21,8,1,7,0.2720632961332527,9,128,True,0.003892424335991872,0.027091270312666893,0.018711133,3.3012066036462784
14,10,21,8,1,6,0.24371792387009755,7,256,True,0.003793688409513186,0.027071429416537285,0.01863112,3.290335461497307
15,19,23,28,1,8,0.2267541449785056,9,128,True,0.0033869406738735526,0.02698497846722603,0.018515453,3.2600950449705124
16,10,29,14,1,5,0.29900167372926273,8,128,True,0.004444885628974637,0.02668215148150921,0.017945156,3.154079243540764
17,18,19,10,2,7,0.24709225185763228,9,128,True,0.004142200327774788,0.026619911193847656,0.017599484,3.0669350177049637
18,10,17,15,1,6,0.17938755642542653,7,256,True,0.003280652865373745,0.026654677465558052,0.01763383,3.0761824920773506
19,16,25,19,1,8,0.2584602299452534,8,32,True,0.0027779641087852637,0.027092859148979187,0.018205188,3.155963122844696
20,7,13,10,2,5,0.15572898877615798,8,128,True,0.0010219693920357382,0.02669481746852398,0.01802794,3.1733494251966476
21,23,14,16,1,7,0.07191925646111082,7,128,False,0.0022339869151393917,0.02666042372584343,0.017901322,3.1471844762563705
22,15,11,20,1,7,0.2771962126355469,7,128,False,0.0035972620295563335,0.02674051932990551,0.018076949,3.182254731655121
23,23,18,12,1,6,0.21534635965212928,7,128,False,0.004190608193043693,0.026797069236636162,0.01784966,3.1019482761621475
24,12,24,27,1,7,0.1200104248135333,8,128,True,0.0025363141949503636,0.02898726426064968,0.020404462,3.5157110542058945
25,18,22,10,1,8,0.18000961630176185,8,128,True,0.00300292746706515,0.026655111461877823,0.01765046,3.088734671473503
26,21,4,18,1,6,0.08344220348474415,9,128,False,0.0019103704546825718,0.027452578768134117,0.018552028,3.2104551792144775
27,8,16,14,1,7,0.13516608492044038,7,32,True,0.0035759927218141606,0.02671889401972294,0.017897144,3.124539740383625
28,12,12,9,2,4,0.2792490409105268,8,256,False,0.004023234379926172,0.026951095089316368,0.018514091,3.2666031271219254
29,17,6,32,1,5,0.059591984237685025,6,64,False,0.004412955744082699,0.02832200564444065,0.019529352,3.3978596329689026
30,2,27,21,1,8,0.006502383999255901,7,128,True,0.003590173699368292,0.026808608323335648,0.017775323,3.101656213402748
31,24,19,10,2,7,0.2442856924108922,9,128,True,0.00450201686635097,0.027059946209192276,0.018120391,3.142152354121208
32,21,18,12,2,6,0.24417315500577105,9,128,True,0.0041904267099807085,0.026478318497538567,0.01745303,3.0449189245700836
33,20,15,12,2,6,0.22546354171925725,9,128,True,0.004805503838199976,0.027184495702385902,0.018858232,3.3305805176496506
